fold,auc,hl_p,time
0,0.8401022770600202,,3.3583788871765137
1,0.8337840829560094,,3.3871500492095947
2,0.8305583010582188,,3.3952388763427734
3,0.8270507013813361,,3.3463611602783203
4,0.835100796011691,,3.388010025024414
