step,feature,auc,gain,is_imaging
1,AMY_SUMMARY_SUVR,0.7200750011094839,0.7200750011094839,True
2,FS_ST99TA,0.7993800758886966,0.07930507477921278,True
3,FS_ST25TS,0.8191005969023211,0.019720521013624426,True
4,FS_ST44TA,0.840567722895309,0.021467125992987945,True
5,APOE4_count,0.854255425376115,0.013687702480805974,False
6,FS_ST106TS,0.8546420805041496,0.00038665512803459645,True
7,FS_ST109TS,0.8526777393156705,-0.0019643411884791018,True
8,FS_ST85SA,0.8523521058003818,-0.00032563351528869244,True
9,FS_ST30SV,0.8534133271202237,0.0010612213198418763,True
10,FS_ST34TS,0.8563811964674034,0.0029678693471797413,True
11,FS_ST29SV,0.855049815825678,-0.0013313806417254437,True
