step,feature,auc,gain,is_imaging
1,FS_ST88SV,0.7707140484127801,0.7707140484127801,True
2,FS_ST31TA,0.8110418673764912,0.04032781896371107,True
3,APOE4_count,0.8327839196369873,0.02174205226049608,False
4,FS_ST40CV,0.8570263035652717,0.024242383928284372,True
5,FS_ST44TA,0.8694017433715405,0.012375439806268873,True
6,pT217_AB42_F,0.8857201126672706,0.01631836929573005,False
7,WMH_LEFT_HIPPO,0.8878075687513143,0.002087456084043704,True
8,FS_ST125SV,0.8878201518022217,1.2583050907455373e-05,True
9,FS_ST85TS,0.8888170213756655,0.0009968695734438038,True
10,FS_ST30SV,0.8928932277317878,0.0040762063561222694,True
11,FS_ST94TS,0.8977674323296088,0.0048742045978209525,True
12,FS_ST54TS,0.8996482196553537,0.001880787325744926,True
13,FS_ST23TS,0.900142099784148,0.0004938801287943662,True
