step,feature,auc,gain,is_imaging
1,NfL_F,0.7345139460790431,0.7345139460790431,False
2,FS_ST76SV,0.7568233052997596,0.02230935922071653,True
3,TAU_CTX_ENTORHINAL_SUVR,0.7518671025596234,-0.004956202740136195,True
4,FS_ST39TA,0.7846027467911123,0.03273564423148889,True
5,FS_ST85SA,0.7958423797758977,0.011239632984785364,True
6,FS_ST25CV,0.7937656493058155,-0.0020767304700821665,True
7,pT217_F,0.8005573440476488,0.006791694741833276,False
8,PTEDUCAT,0.7921085905850449,-0.008448753462603875,False
9,WMH_CEREBRUM_TCC,0.7964288388111103,0.00432024822606536,True
10,AMY_COMPOSITE_REF_SUVR,0.7978500661326147,0.0014212273215044036,True
11,FS_ST14TA,0.7850507016712003,-0.012799364461414386,True
