step,feature,auc,gain,is_imaging
1,AMY_SUMMARY_SUVR,0.7172686967917555,0.7172686967917555,True
2,FS_ST29SV,0.7749599918194136,0.05769129502765802,True
3,APOE4_count,0.786395631233907,0.011435639414493437,False
4,GFAP_F,0.8020663392450358,0.015670708011128798,False
5,FS_ST89SV,0.8114373952283479,0.009371055983312115,True
6,FS_ST31TA,0.8182524162753243,0.006815021046976399,True
7,TAU_META_TEMPORAL_SUVR,0.8237793932850623,0.005526977009738032,True
8,FS_ST54SA,0.8295306269622855,0.005751233677223189,True
9,FS_ST57CV,0.8355878756099026,0.006057248647617031,True
10,FS_ST125SV,0.8371859436597779,0.0015980680498753896,True
11,FS_ST44TA,0.8394288016491174,0.0022428579893394307,True
12,AB40_F,0.8427530408179159,0.0033242391687985373,False
13,FS_ST93TA,0.8425837712463882,-0.00016926957152774147,True
