step,feature,auc,gain,is_imaging
1,FS_ST58TA,0.6064287781084656,0.6064287781084656,True
2,FS_ST90TS,0.6273582175925926,0.020929439484126955,True
3,FS_ST7SV,0.674836722883598,0.04747850529100539,True
4,AB40_F,0.7009135251322751,0.026076802248677144,False
5,TAU_META_TEMPORAL_SUVR,0.71124751984127,0.010333994708994876,True
6,FS_ST74CV,0.7215257109788359,0.010278191137565895,True
7,FS_ST76SV,0.7198640046296296,-0.00166170634920626,True
8,NfL_F,0.7338355654761904,0.013971560846560815,False
9,PTEDUCAT,0.7351335152116403,0.0012979497354498326,False
10,FS_ST119TA,0.7348028273809523,-0.00033068783068801455,True
11,FS_ST129TA,0.7338727678571428,-0.0009300595238094234,True
