fold,auc,hl_p,time
0,0.8337698938696261,,3.6089961528778076
1,0.834299169807925,,3.3779029846191406
2,0.8367120191713103,,3.556381940841675
3,0.8323423076125058,,3.5905661582946777
4,0.8444998152250495,,3.5811400413513184
