Features,Cover,Gain
20010-0.0,0.03422222222222222,0.009998545200032155
31-0.0_c0,0.027777777777777783,0.008830050101355708
20110-0.2_neg,0.023555555555555552,0.008713501842153654
3063-0.0,0.018666666666666668,0.008201195642101056
4080-0.0,0.036222222222222225,0.008097501153701314
845-0.0,0.024000000000000004,0.0077681019353552355
3062-0.2,0.027111111111111114,0.007401512570911428
3063-0.1,0.02022222222222222,0.007368223255023244
22032-0.0_c0,0.03155555555555556,0.0071622677248222005
404-0.4,0.020888888888888887,0.006776101629676892
404-0.2,0.02377777777777778,0.005876576827576915
404-0.1,0.018222222222222223,0.00553390142375587
131351-0.0_c4,0.009111111111111111,0.005345580397663746
403-0.2,0.011999999999999999,0.00484368151008666
398-0.1,0.012222222222222223,0.004668344306063891
20110-1.1_neg,0.020666666666666667,0.004659106400512599
20010-0.2,0.01577777777777778,0.0046576297333303955
23104-0.0,0.016,0.004208045945540185
21001-0.0,0.018,0.004192188557468524
404-0.3,0.015333333333333332,0.00362553773922915
23110-0.0,0.014666666666666665,0.003585732176734404
21000-0.0_c4,0.01955555555555556,0.0035247877570508067
398-0.0,0.008444444444444444,0.0032745610218785207
3062-0.0,0.012,0.003235255890231249
399-0.0,0.012666666666666668,0.0029258765201531
20008-0.8,0.0028888888888888888,0.0028709215989896546
3062-0.1,0.011333333333333334,0.0028086150148310027
20008-0.6,0.010888888888888889,0.0025053173504277267
20010-0.3,0.005333333333333333,0.0023269705766839235
31-0.0_c1,0.006666666666666666,0.0022054051532595254
22006-0.0_c0,0.009333333333333332,0.0020634742059045725
20010-0.1,0.006666666666666666,0.001820243688561973
131351-0.0_c5,0.011111111111111112,0.0018091903349270056
131287-0.0_c7,0.0028888888888888888,0.0016343296177782785
22006-0.0_c1,0.0028888888888888888,0.0015799014152765433
403-0.1,0.008444444444444445,0.0014135624688681142
1339-0.0_c0,0.006666666666666666,0.0012749809000775353
20010-0.5,0.0037777777777777775,0.0011559183972728439
20110-1.0_neg,0.002666666666666667,0.0010404217178242936
20110-1.2_neg,0.004222222222222222,0.0009347339044906491
20008-0.7,0.0037777777777777775,0.0008427935879639862
20110-0.2_pos,0.003333333333333333,0.0007971733717185754
1031-0.0_c1,0.004,0.0007576565167620552
52-0.0_c0,0.003777777777777778,0.0007440240582332767
20008-0.9,0.002666666666666667,0.0007261404508209057
20010-0.4,0.0031111111111111114,0.000594388857861294
20110-2.0_neg,0.002,0.0005182722641443979
131287-0.0_c2,0.0017777777777777779,0.00033650086996965425
403-0.5,0.0017777777777777779,0.00031878862352793786
131351-0.0_c7,0.0013333333333333335,0.00023546495712359767
403-0.4,0.0013333333333333333,0.0002281463117109415
20110-3.2_pos,0.0006666666666666668,0.00019666312766898462
403-0.3,0.0008888888888888889,0.0001677534829665295
403-0.11,0.0008888888888888889,0.0001546845009598735
20110-1.0_pos,0.00022222222222222223,0.00015412461430232952
20110-2.1_neg,0.0006666666666666668,0.00013084216780897257
403-0.7,0.00044444444444444447,0.00012258735520585947
20110-1.2_pos,0.0006666666666666668,0.00010926249283696134
20110-2.2_neg,0.00022222222222222223,0.00010394663134511158
404-0.9,0.0006666666666666668,9.463153147010922e-05
20110-2.2_pos,0.00044444444444444447,8.255275763349559e-05
21000-0.0_c2,0.00044444444444444447,7.260433978709474e-05
20110-3.0_neg,0.00022222222222222223,5.663531221897691e-05
20110-3.1_pos,0.00022222222222222223,4.214147637699786e-05
403-0.9,0.00022222222222222223,3.56182748579117e-05
403-0.10,0.00022222222222222223,3.429197759003571e-05
21000-0.0_c3,0.00022222222222222223,3.416156615077837e-05
20010-0.6,0.00022222222222222223,2.9690501338273872e-05
