auc,ap,brier,accuracy,sensitivity,specificity,precision,n_events,n_total,best_cutoff,auc_cv_mean,auc_cv_std,target,label,model
0.858646288602313,0.612264197076551,0.12575554232563757,0.7419642857142857,0.875968992248062,0.7018561484918794,0.46790890269151136,258,1120,0.23755656108597287,0.8596273775830248,0.007449703486211844,AD_5yrs,MCI→AD within 5yr,Biomarkers + Imaging
0.8331819613715118,0.6170989633901759,0.1405108952287392,0.7607142857142857,0.835016835016835,0.7339003645200486,0.5310492505353319,297,1120,0.2744896208612112,0.8361358312350458,0.03126382513082587,AD_10yrs,MCI→AD within 10yr,Biomarkers + Imaging
0.8412983641237064,0.6316436682889738,0.14170668795800886,0.7401785714285715,0.8436482084690554,0.7011070110701108,0.5159362549800797,307,1120,0.2816537467700258,0.8441948877618755,0.03226810572916917,AD_status_incident,MCI→AD all-time,Biomarkers + Imaging
0.818123977049947,0.5163988314602909,0.13951560915596523,0.7241071428571428,0.7984496124031008,0.7018561484918794,0.4449244060475162,258,1120,0.2630185028943024,0.8180137073131961,0.012913107559518652,AD_5yrs,MCI→AD within 5yr,Demographics + Biomarkers
0.808281273651869,0.5531427053923856,0.149901886218823,0.7232142857142857,0.8114478114478114,0.6913730255164034,0.4868686868686869,297,1120,0.24661654135338343,0.8131715616270185,0.029572759183623076,AD_10yrs,MCI→AD within 10yr,Demographics + Biomarkers
0.8090355822124997,0.5612030112451598,0.1534202844928464,0.7160714285714286,0.8436482084690554,0.6678966789667896,0.4896030245746692,307,1120,0.23873598369011217,0.8112951329547757,0.031029411573005334,AD_status_incident,MCI→AD all-time,Demographics + Biomarkers
