fold,auc,hl_p,time
0,0.789544840471858,,3.297197103500366
1,0.8132822600691476,,3.265748977661133
2,0.8292190290721937,,3.4698421955108643
3,0.8202544233862508,,3.3221991062164307
4,0.8285880690957408,,3.3226537704467773
