auc,ap,brier,accuracy,sensitivity,specificity,precision,f1,best_cutoff,n_events,n_total,target,label,hl_stat,hl_pvalue,auc_mean,auc_std
0.9813922661839791,0.952731153091541,0.03346303154458391,0.9343155310006138,0.9463806970509383,0.9307324840764332,0.8022727272727272,0.8683886838868389,0.14285714285714285,373.0,1629.0,AD_vs_CN,AD vs CN,100.44325518019,0.0,0.9814964611737519,0.007747393419930052
0.9200771327767372,0.9308700780911077,0.11231746056753268,0.8544925427428156,0.8747488278633624,0.8304140127388535,0.859776168531929,0.8671978751660027,0.5217391304347827,1493.0,2749.0,Dementia_vs_CN,Dementia (AD+MCI) vs CN,7581.54349119207,0.0,0.9201940774958741,0.01214313877953449
0.9364884321318637,0.7537581097134386,0.05825734319020602,0.8617679156056748,0.8847184986595175,0.8581649831649831,0.4947526236881559,0.6346153846153846,0.16216216216216217,373.0,2749.0,AD_vs_others,AD vs Others (CN+MCI),67.89301408822729,1.7763568394002505e-15,0.936572736292241,0.011922938828339315
0.902367919699727,0.8965539184610334,0.12700494556574518,0.8291245791245792,0.8017857142857143,0.8535031847133758,0.8299445471349353,0.8156221616712079,0.6376811594202898,1120.0,2376.0,MCI_vs_CN,MCI vs CN,176.2686645393894,0.0,0.9040032542731569,0.01536366762267419
,0.9452034746736775,0.03398279709570588,,0.9276139410187667,0.9585987261146497,,0.8975356679636836,,,,AD_vs_CN,Clinical-only,,,0.9772672939328222,0.0
,0.952731153091541,0.03346303154458391,,0.9463806970509383,0.9307324840764332,,0.8683886838868389,,,,AD_vs_CN,Clinical+Imaging,,,0.9813922661839791,0.0
