step,feature,auc,gain,is_imaging
1,NfL_F,0.7409940750493746,0.7409940750493746,False
2,PTWORKHS,0.8045995172262452,0.06360544217687059,False
3,pT217_AB42_F,0.8163470119230489,0.011747494696803695,False
4,entry_age,0.833345036939507,0.016998025016458085,False
5,PTEDUCAT,0.8447114329602808,0.011366396020773828,False
6,GFAP_Q,0.8449498939360691,0.0002384609757882794,False
7,APOE4_count,0.8463843171677272,0.0014344232316580996,False
8,PTMARRY,0.8436025162753273,-0.002781800892399877,False
9,PTHAND,0.8447319142710847,0.0011293979957573974,False
10,AB42_F,0.836475751590959,-0.008256162680125745,False
