auc,ap,brier,accuracy,sensitivity,specificity,precision,n_events,n_total,best_cutoff,auc_cv_mean,auc_cv_std,target,label,model,window_yr,n_censored,n_features_input
0.8310517276217417,0.7131248473845841,0.15444382198751516,0.77,0.7193877551020408,0.7945544554455446,0.6294642857142857,196,600,0.40622537431048067,0.8335754095441594,0.031730365772935365,Dementia_3yrs,MCI→Dementia 3yr,Biomarkers + Imaging,3.0,520,358
0.8495201813184163,0.8731703476620811,0.16077897998502064,0.776,0.7565543071161048,0.7982832618025751,0.8112449799196787,267,500,0.48546751843703967,0.8550615872535653,0.02102605639285388,Dementia_5yrs,MCI→Dementia 5yr,Biomarkers + Imaging,5.0,620,358
0.9201138437472843,0.9765211026232476,0.08679135020792751,0.7922077922077922,0.752411575562701,0.9594594594594594,0.9873417721518988,311,385,0.8227288467784405,0.9193606905127643,0.0154284533136616,Dementia_10yrs,MCI→Dementia 10yr,Biomarkers + Imaging,10.0,735,358
0.8381022487579195,0.6617009056620531,0.14439913135100232,0.7303571428571428,0.8390092879256966,0.6863237139272271,0.5201535508637236,323,1120,0.28240740740740744,0.840855146536345,0.022936054210559702,Dementia_status_incident,MCI→Dementia all-time,Biomarkers + Imaging,,0,358
0.7301790765811274,0.5701292372736441,0.1896618442132781,0.67,0.7142857142857143,0.6485148514851485,0.49645390070921985,196,600,0.3680270131883035,0.7302242402659069,0.04881896135369505,Dementia_3yrs,MCI→Dementia 3yr,Demographics + Biomarkers,3.0,520,20
0.7869508607802479,0.7771495265985084,0.1857175663413242,0.744,0.7902621722846442,0.6909871244635193,0.7455830388692579,267,500,0.503731343283582,0.7923157990343336,0.026074286448458037,Dementia_5yrs,MCI→Dementia 5yr,Demographics + Biomarkers,5.0,620,20
0.8228469627183455,0.9294765070119538,0.1095578222705924,0.7948051948051948,0.8070739549839229,0.7432432432432432,0.9296296296296296,311,385,0.75,0.8249447736083682,0.03585470867084665,Dementia_10yrs,MCI→Dementia 10yr,Demographics + Biomarkers,10.0,735,20
0.7936553872688216,0.5743828320439728,0.15950321025220157,0.6892857142857143,0.8668730650154799,0.617314930991217,0.47863247863247865,323,1120,0.2445479203587778,0.7965997813482705,0.032306192487111945,Dementia_status_incident,MCI→Dementia all-time,Demographics + Biomarkers,,0,20
