step,feature,auc,gain,is_imaging
1,PTWORKHS,0.7092290377403742,0.7092290377403742,False
2,APOE4_count,0.7579390637211837,0.048710025980809535,False
3,pT217_AB42_F,0.7749263209066326,0.016987257185448912,False
4,entry_age,0.7794364058436457,0.0045100849370131035,False
5,PTMARRY,0.7867956365944777,0.007359230750832002,False
6,PTGENDER,0.794308205190861,0.007512568596383273,False
7,NfL_F,0.7991727061220717,0.0048645009312107135,False
8,PTHAND,0.797966560454997,-0.001206145667074665,False
9,GFAP_Q,0.7948339303295406,-0.0031326301254563926,False
10,AB42_F,0.790036595511959,-0.0047973348175816,False
11,PTEDUCAT,0.7821828631382155,-0.007853732373743538,False
