fold,auc,hl_p,time
0,0.8350050867656482,,3.4056310653686523
1,0.8307335382725077,,3.421196937561035
2,0.8354909603365744,,3.4692139625549316
3,0.8219122028119991,,3.456735849380493
4,0.8324564218066185,,3.548304796218872
