Cutoff,Acc,Sens,Spec,Prec,Youden,F1,AUC,APR,NND,Cutoff_std,Acc_std,Sens_std,Spec_std,Prec_std,Youden_std,F1_std,AUC_std,APR_std,NND_std
0.001,0.372,0.979,0.366,0.013,0.345,0.026,0.841,0.045,2.9,0.0,0.009,0.002,0.009,0.0,0.008,0.0,0.004,0.003,0.067
0.002,0.467,0.957,0.463,0.015,0.42,0.029,0.841,0.045,2.388,0.0,0.027,0.009,0.027,0.001,0.019,0.001,0.004,0.003,0.105
0.003,0.522,0.939,0.518,0.016,0.457,0.032,0.841,0.045,2.191,0.0,0.024,0.01,0.025,0.001,0.017,0.001,0.004,0.003,0.077
0.004,0.579,0.913,0.577,0.018,0.489,0.035,0.841,0.045,2.046,0.0,0.034,0.021,0.034,0.001,0.018,0.002,0.004,0.003,0.081
0.005,0.604,0.901,0.602,0.019,0.503,0.037,0.841,0.045,1.988,0.0,0.009,0.011,0.009,0.0,0.01,0.001,0.004,0.003,0.037
0.006,0.638,0.877,0.636,0.02,0.513,0.039,0.841,0.045,1.949,0.0,0.015,0.021,0.015,0.0,0.008,0.001,0.004,0.003,0.029
0.007,0.665,0.858,0.663,0.021,0.522,0.041,0.841,0.045,1.919,0.0,0.018,0.02,0.019,0.001,0.014,0.002,0.004,0.003,0.051
0.008,0.708,0.821,0.707,0.023,0.528,0.045,0.841,0.045,1.895,0.0,0.019,0.02,0.019,0.001,0.013,0.002,0.004,0.003,0.047
0.009,0.724,0.803,0.723,0.024,0.526,0.047,0.841,0.045,1.902,0.0,0.028,0.027,0.029,0.002,0.01,0.003,0.004,0.003,0.038
0.01,0.737,0.792,0.736,0.025,0.529,0.048,0.841,0.045,1.892,0.0,0.021,0.023,0.022,0.001,0.008,0.003,0.004,0.003,0.03
0.011,0.749,0.781,0.749,0.026,0.53,0.05,0.841,0.045,1.888,0.0,0.02,0.026,0.021,0.001,0.011,0.003,0.004,0.003,0.038
0.012,0.768,0.758,0.768,0.027,0.526,0.052,0.841,0.045,1.902,0.0,0.01,0.016,0.01,0.001,0.011,0.002,0.004,0.003,0.041
0.013,0.785,0.728,0.786,0.028,0.514,0.054,0.841,0.045,1.947,0.0,0.014,0.027,0.015,0.001,0.015,0.002,0.004,0.003,0.059
0.014,0.799,0.705,0.8,0.029,0.504,0.056,0.841,0.045,1.986,0.0,0.015,0.031,0.015,0.001,0.019,0.002,0.004,0.003,0.074
0.015,0.803,0.7,0.804,0.029,0.503,0.056,0.841,0.045,1.989,0.0,0.012,0.031,0.012,0.001,0.019,0.001,0.004,0.003,0.075
0.016,0.832,0.644,0.833,0.032,0.477,0.061,0.841,0.045,2.098,0.0,0.021,0.032,0.022,0.003,0.011,0.005,0.004,0.003,0.049
0.017,0.835,0.634,0.837,0.033,0.471,0.062,0.841,0.045,2.124,0.0,0.027,0.045,0.027,0.004,0.018,0.006,0.004,0.003,0.081
0.018,0.852,0.604,0.855,0.035,0.458,0.066,0.841,0.045,2.187,0.0,0.03,0.054,0.031,0.004,0.023,0.007,0.004,0.003,0.109
0.019,0.881,0.545,0.884,0.038,0.428,0.071,0.841,0.045,2.338,0.0,0.007,0.024,0.008,0.001,0.017,0.002,0.004,0.003,0.099
0.02,0.885,0.535,0.888,0.039,0.422,0.073,0.841,0.045,2.372,0.0,0.008,0.024,0.008,0.001,0.017,0.002,0.004,0.003,0.099
0.021,0.894,0.51,0.897,0.041,0.407,0.075,0.841,0.045,2.466,0.0,0.01,0.032,0.01,0.002,0.023,0.003,0.004,0.003,0.139
0.022,0.894,0.51,0.897,0.041,0.407,0.075,0.841,0.045,2.465,0.0,0.01,0.032,0.01,0.002,0.023,0.003,0.004,0.003,0.139
0.023,0.897,0.5,0.9,0.041,0.401,0.076,0.841,0.045,2.5,0.0,0.009,0.025,0.01,0.002,0.016,0.003,0.004,0.003,0.104
0.024,0.9,0.491,0.903,0.041,0.394,0.076,0.841,0.045,2.546,0.0,0.01,0.03,0.011,0.002,0.02,0.003,0.004,0.003,0.134
0.025,0.904,0.477,0.908,0.042,0.384,0.078,0.841,0.045,2.607,0.0,0.009,0.028,0.01,0.002,0.019,0.003,0.004,0.003,0.128
0.026,0.907,0.469,0.911,0.043,0.38,0.078,0.841,0.045,2.634,0.0,0.004,0.017,0.004,0.001,0.014,0.002,0.004,0.003,0.094
0.027,0.916,0.443,0.92,0.045,0.363,0.082,0.841,0.045,2.76,0.0,0.006,0.02,0.007,0.002,0.015,0.004,0.004,0.003,0.114
0.028,0.916,0.443,0.92,0.045,0.363,0.082,0.841,0.045,2.76,0.0,0.006,0.02,0.007,0.002,0.015,0.004,0.004,0.003,0.114
0.029,0.919,0.432,0.923,0.046,0.355,0.083,0.841,0.045,2.831,0.0,0.01,0.036,0.01,0.003,0.027,0.004,0.004,0.003,0.232
0.03,0.924,0.412,0.928,0.047,0.34,0.084,0.841,0.045,2.956,0.0,0.008,0.029,0.008,0.003,0.023,0.004,0.004,0.003,0.199
0.031,0.93,0.391,0.934,0.048,0.325,0.086,0.841,0.045,3.097,0.0,0.008,0.035,0.009,0.003,0.027,0.004,0.004,0.003,0.254
0.032,0.93,0.391,0.934,0.048,0.325,0.086,0.841,0.045,3.097,0.0,0.008,0.035,0.009,0.003,0.027,0.004,0.004,0.003,0.254
0.033,0.933,0.38,0.938,0.05,0.317,0.088,0.841,0.045,3.165,0.0,0.009,0.03,0.01,0.004,0.022,0.006,0.004,0.003,0.227
0.034,0.935,0.372,0.94,0.05,0.312,0.089,0.841,0.045,3.224,0.0,0.009,0.03,0.009,0.004,0.022,0.006,0.004,0.003,0.23
0.035,0.936,0.369,0.941,0.051,0.31,0.089,0.841,0.045,3.243,0.0,0.008,0.027,0.008,0.004,0.021,0.006,0.004,0.003,0.216
0.036,0.936,0.368,0.941,0.051,0.309,0.089,0.841,0.045,3.25,0.0,0.008,0.026,0.008,0.004,0.02,0.006,0.004,0.003,0.206
0.037,0.938,0.36,0.943,0.051,0.302,0.089,0.841,0.045,3.334,0.0,0.009,0.034,0.009,0.004,0.027,0.006,0.004,0.003,0.297
0.038,0.944,0.335,0.949,0.053,0.283,0.091,0.841,0.045,3.544,0.0,0.004,0.02,0.004,0.003,0.018,0.005,0.004,0.003,0.229
