method,c_index_mean,c_index_std,features,n_overlap
LGB_AUC_SFS,0.7911104342956821,0.022964194063738223,"FS_ST29SV,APOE4_count,FS_ST90TA,FS_ST32TA,FS_ST89SV,AMY_CENTILOIDS,FS_ST24CV,TAU_CTX_ENTORHINAL_SUVR,WMH_LEFT_HIPPO,TAU_META_TEMPORAL_SUVR",7
C_index_SFS,0.7907239470023482,0.029610465173198278,"FS_ST88SV,FS_ST90TA,FS_ST32TA,APOE4_count,FS_ST89SV,FS_ST24CV,AMY_SUMMARY_SUVR,FS_ST40TA,WMH_LEFT_HIPPO,AMY_CENTILOIDS",7
