Features,Cover,Gain
34-0.0,0.46555555555555556,2.5037202995914067
21022-0.0,0.1497777777777778,0.5742738771594174
137-0.0,0.36688888888888893,0.3058429259293951
400-0.0,0.28444444444444444,0.24052022763853861
400-0.1,0.24577777777777776,0.16120542218882283
131287-0.0_c8,0.09911111111111111,0.14409709939088755
131287-0.0_c6,0.16866666666666666,0.0866567658696066
131351-0.0_c8,0.13133333333333336,0.07910027755709198
3526-0.0,0.15266666666666667,0.07642139584512025
20110-1.1_pos,0.21000000000000002,0.0685718855337857
20008-0.2,0.08800000000000001,0.06530547144441556
20023-0.0,0.12422222222222222,0.05737947099514566
131287-0.0_c4,0.10866666666666666,0.04705330094783578
30710-0.0,0.19822222222222222,0.04266810684980638
30040-0.0,0.1308888888888889,0.03461939617442568
404-0.5,0.08666666666666666,0.0291559809547203
46-0.0,0.13,0.02893425188163576
845-0.0,0.08911111111111111,0.027288691975573594
30650-0.0,0.13066666666666668,0.027222519811928532
3064-0.2,0.10266666666666666,0.02391482096097372
23115-0.0,0.09511111111111112,0.020921705104442363
131351-0.0_c4,0.044444444444444446,0.020635983734249814
20110-0.1_neg,0.08444444444444443,0.020536625569461776
404-0.11,0.064,0.019300870457824006
23112-0.0,0.08422222222222223,0.018603054865552793
20008-0.4,0.02711111111111111,0.01693604025961107
23116-0.0,0.05511111111111111,0.015843026832522523
3064-0.1,0.06333333333333332,0.015130657680979258
30620-0.0,0.09311111111111112,0.014669132996245698
31-0.0_c0,0.055999999999999994,0.014548095611591797
20008-0.3,0.017777777777777778,0.01430311634516635
23111-0.0,0.061111111111111116,0.013821884926243979
3063-0.2,0.05844444444444445,0.013085518298852628
20110-2.0_pos,0.05466666666666666,0.011983433514956747
47-0.0,0.058222222222222224,0.010911739759647746
20008-0.0,0.046,0.010712258516683254
404-0.1,0.033555555555555554,0.009500077983066249
22032-0.0_c0,0.04711111111111111,0.009158821728340455
3064-0.0,0.032,0.007980114556892261
20008-0.5,0.024444444444444442,0.006854495529874168
23107-0.0,0.03666666666666667,0.006108073675270761
398-0.1,0.019777777777777776,0.005988439637252021
20110-0.2_neg,0.02266666666666667,0.005625954463541373
3063-0.1,0.021777777777777778,0.005576319960223943
3063-0.0,0.016666666666666666,0.005013011941435023
3062-0.2,0.025111111111111112,0.004175341239402597
3062-0.0,0.014888888888888889,0.004065632765841574
31-0.0_c1,0.014222222222222223,0.0038322921745986777
404-0.10,0.012222222222222221,0.0038117101236725135
404-0.7,0.009111111111111111,0.003611217565661229
403-0.1,0.014444444444444447,0.0029286624368263874
23108-0.0,0.014888888888888889,0.0028703230241737664
404-0.2,0.018888888888888893,0.0026608563406124415
404-0.0,0.015777777777777776,0.002659511812829162
20008-0.1,0.010666666666666665,0.0026143440020164146
30690-0.0,0.01688888888888889,0.0023403966626259656
20110-1.0_neg,0.007555555555555555,0.0018613467968446654
3062-0.1,0.008222222222222223,0.0018454537799321982
20008-0.6,0.007111111111111111,0.0016258706076431604
20110-1.1_neg,0.009555555555555555,0.0016126661143699272
131287-0.0_c2,0.010888888888888889,0.0015735599937247297
4080-0.0,0.01088888888888889,0.001557371080339706
399-0.1,0.008222222222222223,0.0014811714717886493
404-0.4,0.007333333333333334,0.0014501378513299677
23104-0.0,0.00688888888888889,0.0010434266549943774
23110-0.0,0.006888888888888889,0.0010406538799795282
20010-0.0,0.0071111111111111115,0.0010284951255209944
398-0.0,0.003333333333333333,0.0009846826922019734
21001-0.0,0.0057777777777777775,0.0008900947958704727
403-0.2,0.0057777777777777775,0.0008898880327987053
404-0.3,0.0044444444444444444,0.0008185954135842287
20008-0.8,0.0008888888888888889,0.0005848021332712879
22006-0.0_c0,0.0037777777777777775,0.0005018712245712868
20110-1.2_neg,0.0028888888888888888,0.0005000420181460224
20010-0.2,0.003111111111111111,0.0004305638939453075
21000-0.0_c4,0.0028888888888888888,0.00038052499742414483
22006-0.0_c1,0.0026666666666666666,0.00037542345495332734
131287-0.0_c7,0.0013333333333333335,0.00035444351055207595
20010-0.1,0.0022222222222222222,0.0003273434024057474
20010-0.5,0.002666666666666667,0.00032543177712715315
403-0.4,0.0008888888888888889,0.0003162708916163696
20110-2.2_neg,0.0013333333333333335,0.00030382096493178075
52-0.0_c0,0.0024444444444444444,0.00029144708775030216
403-0.11,0.0013333333333333333,0.0002652828693272308
20110-3.1_neg,0.0008888888888888889,0.0002537864200546255
403-0.3,0.0013333333333333333,0.0002513984662386704
403-0.5,0.0017777777777777779,0.0002378130579189016
20010-0.3,0.0015555555555555557,0.00021452861406119985
20110-3.0_neg,0.00044444444444444447,0.00015552207533689133
20110-2.0_neg,0.0008888888888888889,0.00012330046061731373
20110-0.2_pos,0.0006666666666666668,0.00010001537071128666
404-0.9,0.0008888888888888889,9.728077177973068e-05
20110-2.2_pos,0.00044444444444444447,8.678215307546133e-05
131287-0.0_c5,0.0006666666666666666,8.060899850683766e-05
1031-0.0_c1,0.0006666666666666668,7.924609653087058e-05
20010-0.4,0.00044444444444444447,6.903168919591714e-05
403-0.10,0.00044444444444444447,5.4257505369965106e-05
1329-0.0_c0,0.00044444444444444447,4.984296182221011e-05
20110-1.0_pos,0.00022222222222222223,3.517262194840745e-05
20008-0.7,0.00022222222222222223,3.4508059653703556e-05
20110-2.1_neg,0.00022222222222222223,2.9261904168332067e-05
131351-0.0_c6,0.00022222222222222223,2.665259366267492e-05
20010-0.6,0.00022222222222222223,2.552458425568204e-05
404-0.8,0.00022222222222222223,2.3054000448932622e-05
20110-2.1_pos,0.00022222222222222223,2.1286254889584858e-05
403-0.7,0.00022222222222222223,1.9512024084846807e-05
