Features,Cover,Gain,IsImaging,NA_full,NA_target,Path,Field,ValueType,Units
26793-0.0,0.01688888888888889,0.001752058775230022,True,1.3,3.2,,26793-0.0,,
27723-0.0,0.012444444444444444,0.001692369898351795,True,1.3,3.2,,27723-0.0,,
27460-0.0,0.02288888888888889,0.0016173131768847466,True,1.3,3.2,,27460-0.0,,
27467-0.0,0.00688888888888889,0.0015382688852838028,True,1.3,3.2,,27467-0.0,,
26924-0.0,0.019111111111111113,0.001529209436972104,True,1.3,3.2,,26924-0.0,,
30660-0.0,0.018444444444444444,0.0014594763479940363,False,19.2,17.7,,30660-0.0,,
25711-0.0,0.009555555555555555,0.0014554060548568754,True,5.0,27.4,,25711-0.0,,
25161-0.0,0.01688888888888889,0.0014122712237129575,True,5.0,27.4,,25161-0.0,,
25679-0.0,0.010222222222222223,0.0013989339300893066,True,5.0,27.4,,25679-0.0,,
1279-0.0,0.024444444444444446,0.001317056313069337,False,9.2,3.2,,1279-0.0,,
25704-0.0,0.009333333333333334,0.0013127798391142202,True,5.0,27.4,,25704-0.0,,
25218-0.0,0.010666666666666668,0.0012341894213011206,True,5.0,27.4,,25218-0.0,,
26653-0.0,0.008444444444444445,0.0012269078845734117,True,1.3,3.2,,26653-0.0,,
25926-0.0,0.023777777777777776,0.0012127156571582127,True,1.7,3.2,,25926-0.0,,
26545-0.0,0.026444444444444444,0.0012107581003621831,True,1.3,3.2,,26545-0.0,,
25028-0.0,0.021777777777777778,0.0012052233602875113,True,9.0,14.5,,25028-0.0,,
30650-0.0,0.020888888888888887,0.0012042556653593277,False,6.9,8.1,,30650-0.0,,
27624-0.0,0.008,0.0011786823629606079,True,1.3,3.2,,27624-0.0,,
25801-0.0,0.019333333333333334,0.0011633612162592114,True,0.0,0.0,,25801-0.0,,
27337-0.0,0.019555555555555555,0.0011583502704392444,True,1.3,3.2,,27337-0.0,,
27009-0.0,0.012444444444444444,0.0011581288988317339,True,1.3,3.2,,27009-0.0,,
27607-0.0,0.018666666666666668,0.0011035714884660127,True,1.3,3.2,,27607-0.0,,
27033-0.0,0.01777777777777778,0.001080040917165416,True,1.3,3.2,,27033-0.0,,
25898-0.0,0.009111111111111111,0.0010778330900960628,True,0.0,0.0,,25898-0.0,,
27596-0.0,0.015111111111111112,0.0010758339098778439,True,1.3,3.2,,27596-0.0,,
25435-0.0,0.015111111111111112,0.0010535604660690185,True,5.0,27.4,,25435-0.0,,
27508-0.0,0.01577777777777778,0.0010360121128673266,True,1.3,3.2,,27508-0.0,,
30640-0.0,0.007777777777777778,0.0009616190366593722,False,7.0,9.7,,30640-0.0,,
25786-0.0,0.012888888888888889,0.0009596431726039597,True,0.0,0.0,,25786-0.0,,
25170-0.0,0.014,0.0009237453775764276,True,5.0,27.4,,25170-0.0,,
27045-0.0,0.012888888888888889,0.0009205343432528349,True,1.3,3.2,,27045-0.0,,
25857-0.0,0.020444444444444446,0.0009138200747664573,True,0.0,0.0,,25857-0.0,,
25487-0.0,0.016,0.0008791692509721923,True,5.0,27.4,,25487-0.0,,
27177-0.0,0.014666666666666668,0.000873951940996589,True,1.3,3.2,,27177-0.0,,
26628-0.0,0.008666666666666666,0.0008721799917818598,True,1.3,3.2,,26628-0.0,,
25206-0.0,0.01511111111111111,0.0008705655217205606,True,5.0,27.4,,25206-0.0,,
1920-0.0_c1,0.009111111111111111,0.0008591458388555534,False,0.0,0.0,,1920-0.0_c1,,
27489-0.0,0.0064444444444444445,0.0008448766929564081,True,1.3,3.2,,27489-0.0,,
25125-0.0,0.003777777777777778,0.0008315656449917227,True,5.0,27.4,,25125-0.0,,
25158-0.0,0.011555555555555555,0.0008270542394688163,True,5.0,27.4,,25158-0.0,,
25889-0.0,0.007555555555555555,0.0008178789041588187,True,0.0,0.0,,25889-0.0,,
30180-0.0,0.0044444444444444444,0.0007837718100979056,False,5.0,8.1,,30180-0.0,,
26613-0.0,0.014888888888888889,0.0007764911026440695,True,1.3,3.2,,26613-0.0,,
25824-0.0,0.02088888888888889,0.0007690600289594913,True,0.0,0.0,,25824-0.0,,
25874-0.0,0.009777777777777778,0.0007637528907012987,True,0.0,0.0,,25874-0.0,,
25768-0.0,0.014666666666666666,0.0007592001643040918,True,16.7,30.6,,25768-0.0,,
27020-0.0,0.008,0.000758494896069825,True,1.3,3.2,,27020-0.0,,
26660-0.0,0.008,0.0007560266136280951,True,1.3,3.2,,26660-0.0,,
30190-0.0,0.014222222222222223,0.0007539305566933395,False,5.0,8.1,,30190-0.0,,
3637-0.0_c1,0.0071111111111111115,0.0007357117954106295,False,0.0,0.0,,3637-0.0_c1,,
26687-0.0,0.011333333333333332,0.0007329437255713814,True,1.3,3.2,,26687-0.0,,
27412-0.0,0.024444444444444442,0.0007297514713098695,True,1.3,3.2,,27412-0.0,,
26734-0.0,0.007333333333333333,0.0007265374051696483,True,1.3,3.2,,26734-0.0,,
27623-0.0,0.008444444444444444,0.000714376142316302,True,1.3,3.2,,27623-0.0,,
27319-0.0,0.003777777777777778,0.0007062499678904122,True,1.3,3.2,,27319-0.0,,
25187-0.0,0.011333333333333334,0.0006983380043689576,True,5.0,27.4,,25187-0.0,,
25821-0.0,0.013333333333333332,0.0006928050299833293,True,0.0,0.0,,25821-0.0,,
2060-0.0_c0,0.009111111111111111,0.000692549056819202,False,0.0,0.0,,2060-0.0_c0,,
30850-0.0,0.006,0.0006686386575142322,False,14.3,22.6,,30850-0.0,,
27017-0.0,0.011555555555555555,0.0006363250275715237,True,1.3,3.2,,27017-0.0,,
25809-0.0,0.016,0.0006318895285996772,True,0.0,0.0,,25809-0.0,,
27443-0.0,0.007333333333333334,0.0006315438638351857,True,1.3,3.2,,27443-0.0,,
27575-0.0,0.010444444444444444,0.0006285673478815169,True,1.3,3.2,,27575-0.0,,
26783-0.0,0.0057777777777777775,0.0006138680530161425,True,1.3,3.2,,26783-0.0,,
27769-0.0,0.018666666666666665,0.0006132940993093805,True,1.3,3.2,,27769-0.0,,
27198-0.0,0.004,0.000612642574337815,True,1.3,3.2,,27198-0.0,,
25149-0.0,0.003111111111111111,0.0006087304338836668,True,5.0,27.4,,25149-0.0,,
25623-0.0,0.004888888888888889,0.0006057289043784331,True,5.0,27.4,,25623-0.0,,
30680-0.0,0.014222222222222223,0.0006051447938326838,False,14.7,11.3,,30680-0.0,,
27641-0.0,0.01,0.000597842672517295,True,1.3,3.2,,27641-0.0,,
30110-0.0,0.007777777777777778,0.0005938959052646884,False,4.8,8.1,,30110-0.0,,
27422-0.0,0.01311111111111111,0.0005898666103282689,True,1.3,3.2,,27422-0.0,,
25871-0.0,0.006222222222222223,0.0005860523422280457,True,0.0,0.0,,25871-0.0,,
23115-0.0,0.005555555555555556,0.0005842523126044673,False,1.2,1.6,,23115-0.0,,
26523-0.0,0.008444444444444444,0.0005813723287295654,True,1.3,3.2,,26523-0.0,,
20110-0.5_pos,0.010444444444444444,0.0005810614183497315,False,0.0,0.0,,20110-0.5_pos,,
1940-0.0_c1,0.025111111111111112,0.000579554071602867,False,0.0,0.0,,1940-0.0_c1,,
27247-0.0,0.006888888888888889,0.0005758833667808895,True,1.3,3.2,,27247-0.0,,
25404-0.0,0.006,0.0005705041110805553,True,5.0,27.4,,25404-0.0,,
25725-0.0,0.006666666666666667,0.0005697492036610524,True,5.0,27.4,,25725-0.0,,
25881-0.0,0.00977777777777778,0.0005681629334408705,True,0.0,0.0,,25881-0.0,,
25694-0.0,0.006666666666666667,0.0005680160882345952,True,5.0,27.4,,25694-0.0,,
22038-0.0,0.007333333333333333,0.000565926432607296,False,16.7,25.8,,22038-0.0,,
27741-0.0,0.012888888888888889,0.0005544725115128504,True,1.3,3.2,,27741-0.0,,
23109-0.0,0.006222222222222223,0.0005528657817026445,False,1.2,1.6,,23109-0.0,,
27208-0.0,0.009555555555555555,0.0005520776304877605,True,1.3,3.2,,27208-0.0,,
26844-0.0,0.010666666666666666,0.0005519868816523054,True,1.3,3.2,,26844-0.0,,
25585-0.0,0.0057777777777777775,0.0005436668559783383,True,5.0,27.4,,25585-0.0,,
30260-0.0,0.012444444444444445,0.0005424508182484895,False,6.5,8.1,,30260-0.0,,
25690-0.0,0.014888888888888889,0.0005388149845367542,True,5.0,27.4,,25690-0.0,,
27055-0.0,0.008444444444444444,0.000537179858846327,True,1.3,3.2,,27055-0.0,,
25705-0.0,0.012444444444444444,0.0005298598034994392,True,5.0,27.4,,25705-0.0,,
30750-0.0,0.008222222222222223,0.0005169699952989094,False,7.2,11.3,,30750-0.0,,
27419-0.0,0.008666666666666666,0.000510912690015636,True,1.3,3.2,,27419-0.0,,
27561-0.0,0.007555555555555556,0.0005084251505365734,True,1.3,3.2,,27561-0.0,,
26765-0.0,0.007333333333333333,0.0005082082810417925,True,1.3,3.2,,26765-0.0,,
30700-0.0,0.013777777777777778,0.0005037517609679734,False,6.6,8.1,,30700-0.0,,
30080-0.0,0.010666666666666666,0.0004930902011326792,False,4.8,8.1,,30080-0.0,,
20023-0.0,0.014888888888888889,0.0004925638160438576,False,0.3,1.6,,20023-0.0,,
26897-0.0,0.01,0.0004916894853719463,True,1.3,3.2,,26897-0.0,,
26553-0.0,0.003111111111111111,0.0004882342444937048,True,1.3,3.2,,26553-0.0,,
27034-0.0,0.004888888888888889,0.00048649424751958997,True,1.3,3.2,,27034-0.0,,
1269-0.0,0.01177777777777778,0.0004835421485460017,False,4.9,1.6,,1269-0.0,,
25757-0.0,0.0077777777777777776,0.00048081973776302516,True,0.0,0.0,,25757-0.0,,
27480-0.0,0.010666666666666666,0.0004806191800582885,True,1.3,3.2,,27480-0.0,,
26650-0.0,0.003111111111111111,0.0004677250038500888,True,1.3,3.2,,26650-0.0,,
27336-0.0,0.006222222222222223,0.000464169005326333,True,1.3,3.2,,27336-0.0,,
25023-0.0,0.004888888888888889,0.00046364255449744547,True,0.0,0.0,,25023-0.0,,
25398-0.0,0.004888888888888889,0.00046173165297301214,True,5.0,27.4,,25398-0.0,,
25054-0.0,0.008222222222222223,0.00045560500559824023,True,16.7,30.6,,25054-0.0,,
26647-0.0,0.010666666666666668,0.0004506139094323365,True,1.3,3.2,,26647-0.0,,
27673-0.0,0.0077777777777777776,0.00044198762663069126,True,1.3,3.2,,27673-0.0,,
25792-0.0,0.006666666666666667,0.0004406662044923788,True,0.0,0.0,,25792-0.0,,
26926-0.0,0.0057777777777777775,0.00043766481812870914,True,1.3,3.2,,26926-0.0,,
27021-0.0,0.008888888888888889,0.00043581115602894067,True,1.3,3.2,,27021-0.0,,
25849-0.0,0.003333333333333333,0.0004286251702880621,True,0.0,0.0,,25849-0.0,,
25880-0.0,0.0037777777777777775,0.0004284956883251008,True,0.0,0.0,,25880-0.0,,
1329-0.0_c0,0.004888888888888889,0.00042807087277529237,False,0.0,0.0,,1329-0.0_c0,,
25029-0.0,0.0044444444444444444,0.00042783088661619504,True,9.0,14.5,,25029-0.0,,
25710-0.0,0.007555555555555556,0.0004246055529855505,True,5.0,27.4,,25710-0.0,,
27576-0.0,0.003111111111111111,0.0004244731250169667,True,1.3,3.2,,27576-0.0,,
27458-0.0,0.008666666666666666,0.00042142648973711287,True,1.3,3.2,,27458-0.0,,
27333-0.0,0.006666666666666667,0.00041906650822765934,True,1.3,3.2,,27333-0.0,,
26576-0.0,0.01,0.0004150454040555935,True,1.3,3.2,,26576-0.0,,
27314-0.0,0.003777777777777778,0.00040998602519822273,True,1.3,3.2,,27314-0.0,,
27564-0.0,0.009555555555555557,0.00040862644299402947,True,1.3,3.2,,27564-0.0,,
25839-0.0,0.011333333333333334,0.0004081238766772159,True,0.0,0.0,,25839-0.0,,
26994-0.0,0.007555555555555556,0.0004070761059374814,True,1.3,3.2,,26994-0.0,,
25788-0.0,0.0077777777777777776,0.00040570372814629076,True,0.0,0.0,,25788-0.0,,
25876-0.0,0.005111111111111111,0.00040464313397378394,True,0.0,0.0,,25876-0.0,,
25550-0.0,0.010222222222222223,0.00040271619279333426,True,5.0,27.4,,25550-0.0,,
27536-0.0,0.01111111111111111,0.0003961837267348424,True,1.3,3.2,,27536-0.0,,
26522-0.0,0.006222222222222222,0.00039445932187229347,True,1.3,3.2,,26522-0.0,,
27255-0.0,0.0064444444444444445,0.00039440062674500213,True,1.3,3.2,,27255-0.0,,
12651-0.0,0.010888888888888889,0.0003938488600611846,True,13.4,21.0,,12651-0.0,,
25462-0.0,0.008444444444444445,0.0003922473375820924,True,5.0,27.4,,25462-0.0,,
26551-0.0,0.0044444444444444444,0.0003903417803443262,True,1.3,3.2,,26551-0.0,,
30530-0.0,0.008,0.00039030598848012764,False,3.3,1.6,,30530-0.0,,
26570-0.0,0.006888888888888889,0.0003885354536063017,True,1.3,3.2,,26570-0.0,,
20010-0.0,0.011111111111111112,0.0003869390345610466,False,26.7,17.7,,20010-0.0,,
27531-0.0,0.005333333333333334,0.00038691335500011645,True,1.4,3.2,,27531-0.0,,
25207-0.0,0.006888888888888889,0.00038441164976597754,True,5.0,27.4,,25207-0.0,,
25146-0.0,0.006888888888888889,0.0003835264122180051,True,5.0,27.4,,25146-0.0,,
27388-0.0,0.007111111111111111,0.000381543462749386,True,1.3,3.2,,27388-0.0,,
25793-0.0,0.0071111111111111115,0.00037359156281132906,True,0.0,0.0,,25793-0.0,,
26554-0.0,0.006888888888888889,0.0003723371299729027,True,1.3,3.2,,26554-0.0,,
25176-0.0,0.003333333333333333,0.0003691112254339376,True,5.0,27.4,,25176-0.0,,
26730-0.0,0.008444444444444445,0.0003667283626590133,True,1.3,3.2,,26730-0.0,,
27752-0.0,0.008222222222222223,0.00036266542004917293,True,1.3,3.2,,27752-0.0,,
25709-0.0,0.0077777777777777776,0.00036040096247807774,True,5.0,27.4,,25709-0.0,,
26989-0.0,0.006888888888888888,0.0003547581568093107,True,1.3,3.2,,26989-0.0,,
1299-0.0,0.0057777777777777775,0.0003547470293818825,False,0.6,0.0,,1299-0.0,,
30520-0.0,0.01666666666666667,0.00035411656056104156,False,3.3,1.6,,30520-0.0,,
27243-0.0,0.014222222222222223,0.00035001720868832,True,1.3,3.2,,27243-0.0,,
1448-0.0_c2,0.004888888888888889,0.00034732546797053006,False,0.0,0.0,,1448-0.0_c2,,
26543-0.0,0.008666666666666666,0.00033879966884097103,True,1.3,3.2,,26543-0.0,,
27560-0.0,0.004888888888888889,0.0003376593314918475,True,1.3,3.2,,27560-0.0,,
26760-0.0,0.009555555555555555,0.0003372917290354217,True,1.3,3.2,,26760-0.0,,
30090-0.0,0.008,0.00033303349692821965,False,4.8,8.1,,30090-0.0,,
25825-0.0,0.003111111111111111,0.0003277624791750732,True,0.0,0.0,,25825-0.0,,
30840-0.0,0.009333333333333332,0.00032699010388373575,False,7.0,8.1,,30840-0.0,,
25458-0.0,0.005333333333333334,0.00032391365895102217,True,5.0,27.4,,25458-0.0,,
26965-0.0,0.005555555555555556,0.0003237414748166972,True,1.3,3.2,,26965-0.0,,
25411-0.0,0.005777777777777778,0.0003235569396872614,True,5.0,27.4,,25411-0.0,,
26688-0.0,0.006888888888888889,0.00032334781321782254,True,1.3,3.2,,26688-0.0,,
25486-0.0,0.004888888888888889,0.000323038664598926,True,5.0,27.4,,25486-0.0,,
6138-0.0_c4,0.0035555555555555557,0.0003217329011341006,False,0.0,0.0,,6138-0.0_c4,,
30830-0.0,0.006888888888888889,0.0003157865791361345,False,15.5,11.3,,30830-0.0,,
26681-0.0,0.006,0.0003148764861756794,True,1.3,3.2,,26681-0.0,,
25732-0.0,0.006222222222222222,0.000314701663403819,True,0.0,0.0,,25732-0.0,,
26752-0.0,0.0071111111111111115,0.00031380603245401693,True,1.3,3.2,,26752-0.0,,
25794-0.0,0.007333333333333333,0.0003109375727434826,True,0.0,0.0,,25794-0.0,,
27358-0.0,0.003333333333333333,0.0003103849700515089,True,1.3,3.2,,27358-0.0,,
25380-0.0,0.0064444444444444445,0.00030911194008025175,True,5.0,27.4,,25380-0.0,,
27182-0.0,0.006222222222222223,0.0003076049704789143,True,1.3,3.2,,27182-0.0,,
3063-0.0,0.005555555555555556,0.00030289716495748853,False,7.7,21.0,,3063-0.0,,
27693-0.0,0.010222222222222223,0.0003023471456162283,True,1.3,3.2,,27693-0.0,,
25718-0.0,0.003111111111111111,0.0003012509597698864,True,5.0,27.4,,25718-0.0,,
26558-0.0,0.008222222222222223,0.00029515228814327185,True,1.3,3.2,,26558-0.0,,
25758-0.0,0.0035555555555555557,0.0002943402128514454,True,0.0,0.0,,25758-0.0,,
30670-0.0,0.003777777777777778,0.00029409983364007156,False,6.6,8.1,,30670-0.0,,
25503-0.0,0.0031111111111111114,0.00029165677404123096,True,5.0,27.4,,25503-0.0,,
26865-0.0,0.005777777777777778,0.00029122589107263326,True,1.3,3.2,,26865-0.0,,
25724-0.0,0.0057777777777777775,0.00028743623398843097,True,5.0,27.4,,25724-0.0,,
27249-0.0,0.005555555555555557,0.000287341474658963,True,1.3,3.2,,27249-0.0,,
27712-0.0,0.0028888888888888888,0.0002864694492762865,True,1.3,3.2,,27712-0.0,,
1568-0.0,0.006666666666666666,0.00028587147496193387,False,24.0,16.1,,1568-0.0,,
1498-0.0,0.0026666666666666666,0.00028441968241524335,False,0.1,0.0,,1498-0.0,,
27212-0.0,0.013333333333333332,0.0002831806309577819,True,1.3,3.2,,27212-0.0,,
25415-0.0,0.004222222222222223,0.00028093485136692465,True,5.0,27.4,,25415-0.0,,
26589-0.0,0.0017777777777777779,0.0002792989686656258,True,1.3,3.2,,26589-0.0,,
27705-0.0,0.003111111111111111,0.00027766763979638134,True,1.3,3.2,,27705-0.0,,
25020-0.0,0.008888888888888889,0.0002763496058980954,True,0.0,0.0,,25020-0.0,,
26978-0.0,0.006666666666666666,0.0002763027398179115,True,1.3,3.2,,26978-0.0,,
25011-0.0,0.004,0.00027379076050399717,True,0.0,0.0,,25011-0.0,,
25160-0.0,0.0064444444444444445,0.00027348757160356146,True,5.0,27.4,,25160-0.0,,
26837-0.0,0.009111111111111111,0.00026959834507677983,True,1.3,3.2,,26837-0.0,,
26936-0.0,0.004666666666666667,0.0002684610423064893,True,1.3,3.2,,26936-0.0,,
3062-0.0,0.006444444444444445,0.0002628810976604711,False,7.7,21.0,,3062-0.0,,
26615-0.0,0.004,0.00026228118239425894,True,1.3,3.2,,26615-0.0,,
26971-0.0,0.013777777777777778,0.00026087768131225636,True,1.3,3.2,,26971-0.0,,
27293-0.0,0.0035555555555555557,0.0002591442971032817,True,1.3,3.2,,27293-0.0,,
25723-0.0,0.003777777777777778,0.00025724343509759884,True,5.0,27.4,,25723-0.0,,
26970-0.0,0.0033333333333333335,0.000256035015751669,True,1.3,3.2,,26970-0.0,,
25138-0.0,0.004666666666666666,0.0002548740071580301,True,5.0,27.4,,25138-0.0,,
25447-0.0,0.005555555555555556,0.00025285619364747407,True,5.0,27.4,,25447-0.0,,
27707-0.0,0.0044444444444444444,0.00025099653706030765,True,1.3,3.2,,27707-0.0,,
26547-0.0,0.00488888888888889,0.00025064978163959477,True,1.3,3.2,,26547-0.0,,
27011-0.0,0.005555555555555556,0.0002495285007956273,True,1.3,3.2,,27011-0.0,,
30120-0.0,0.00888888888888889,0.0002488034594382164,False,5.0,8.1,,30120-0.0,,
27768-0.0,0.010222222222222223,0.0002488013163969608,True,1.3,3.2,,27768-0.0,,
25689-0.0,0.006888888888888889,0.00024809167737565923,True,5.0,27.4,,25689-0.0,,
27137-0.0,0.004666666666666667,0.0002473553852101296,True,1.3,3.2,,27137-0.0,,
27027-0.0,0.007111111111111111,0.00024697065145898013,True,1.3,3.2,,27027-0.0,,
27390-0.0,0.009777777777777778,0.0002455761922568501,True,1.3,3.2,,27390-0.0,,
25812-0.0,0.0044444444444444444,0.0002450608975667508,True,0.0,0.0,,25812-0.0,,
27490-0.0,0.008,0.0002444090078471198,True,1.3,3.2,,27490-0.0,,
30280-0.0,0.008444444444444445,0.00023741526277593728,False,6.5,8.1,,30280-0.0,,
25742-0.0,0.0015555555555555555,0.00023726241683824265,True,16.7,30.6,,25742-0.0,,
25745-0.0,0.0026666666666666666,0.00023583011749999728,True,16.7,30.6,,25745-0.0,,
25490-0.0,0.004888888888888889,0.00023423464893270433,True,5.0,27.4,,25490-0.0,,
25013-0.0,0.004222222222222223,0.00023355861043660093,True,0.0,0.0,,25013-0.0,,
27594-0.0,0.005111111111111111,0.00023303614317659064,True,1.3,3.2,,27594-0.0,,
26603-0.0,0.009555555555555557,0.0002328550327690072,True,1.3,3.2,,26603-0.0,,
25001-0.0,0.0033333333333333335,0.00023197457731793732,True,0.0,0.0,,25001-0.0,,
27274-0.0,0.004888888888888889,0.0002281168893087182,True,1.3,3.2,,27274-0.0,,
27666-0.0,0.008888888888888889,0.00022772307580093862,True,1.3,3.2,,27666-0.0,,
20110-0.11_pos,0.011555555555555555,0.00022714603878423652,False,0.0,0.0,,20110-0.11_pos,,
27585-0.0,0.0037777777777777775,0.000225973729282725,True,1.3,3.2,,27585-0.0,,
26741-0.0,0.004666666666666666,0.00022533913886585715,True,1.3,3.2,,26741-0.0,,
25236-0.0,0.006222222222222223,0.00022443926194796207,True,5.0,27.4,,25236-0.0,,
25721-0.0,0.0033333333333333335,0.00022293008679668733,True,5.0,27.4,,25721-0.0,,
26718-0.0,0.006,0.00022242788967720382,True,1.3,3.2,,26718-0.0,,
27146-0.0,0.005333333333333333,0.0002204062834904807,True,1.3,3.2,,27146-0.0,,
27161-0.0,0.0044444444444444444,0.00021930569692455283,True,1.3,3.2,,27161-0.0,,
30040-0.0,0.007333333333333333,0.00021860291434634517,False,4.8,8.1,,30040-0.0,,
25787-0.0,0.006,0.00021808013896865988,True,0.0,0.0,,25787-0.0,,
27305-0.0,0.009111111111111111,0.00021753003274272085,True,1.3,3.2,,27305-0.0,,
26976-0.0,0.0044444444444444444,0.00021317505648131406,True,1.3,3.2,,26976-0.0,,
27669-0.0,0.0028888888888888888,0.00021120387117805673,True,1.3,3.2,,27669-0.0,,
1478-0.0_c2,0.006888888888888889,0.00021109440147540015,False,0.0,0.0,,1478-0.0_c2,,
26767-0.0,0.005555555555555556,0.0002106975496375889,True,1.3,3.2,,26767-0.0,,
25141-0.0,0.0044444444444444444,0.0002105887598035596,True,5.0,27.4,,25141-0.0,,
400-0.0,0.0022222222222222222,0.0002096248388836884,False,2.1,9.7,,400-0.0,,
25708-0.0,0.003111111111111111,0.00020888747599014245,True,5.0,27.4,,25708-0.0,,
25015-0.0,0.005333333333333334,0.00020877088637167036,True,0.0,0.0,,25015-0.0,,
25533-0.0,0.003777777777777778,0.00020558150819163806,True,5.0,27.4,,25533-0.0,,
25807-0.0,0.006222222222222222,0.0002035529372301719,True,0.0,0.0,,25807-0.0,,
25034-0.0,0.007111111111111111,0.0002034504130095124,True,9.0,14.5,,25034-0.0,,
26703-0.0,0.004666666666666667,0.00020151584200876817,True,1.3,3.2,,26703-0.0,,
22039-0.0,0.006222222222222222,0.00019821429524161902,False,16.7,25.8,,22039-0.0,,
27578-0.0,0.004888888888888889,0.00019787317653125987,True,1.3,3.2,,27578-0.0,,
25855-0.0,0.005111111111111111,0.00019780025677717972,True,0.0,0.0,,25855-0.0,,
25446-0.0,0.009555555555555557,0.00019642884896452852,True,5.0,27.4,,25446-0.0,,
27608-0.0,0.0044444444444444444,0.000193745918104088,True,1.3,3.2,,27608-0.0,,
1120-0.0_c1,0.003111111111111111,0.00019121020880380208,False,0.0,0.0,,1120-0.0_c1,,
27680-0.0,0.0024444444444444444,0.0001886931980821727,True,1.3,3.2,,27680-0.0,,
26604-0.0,0.006888888888888889,0.0001884155381545618,True,1.3,3.2,,26604-0.0,,
25424-0.0,0.0024444444444444444,0.00018417801492767272,True,5.0,27.4,,25424-0.0,,
25241-0.0,0.003111111111111111,0.00018386906675093464,True,5.0,27.4,,25241-0.0,,
27590-0.0,0.002666666666666667,0.0001834900321000878,True,1.4,3.2,,27590-0.0,,
2395-0.0_c3,0.0011111111111111111,0.00018281704629731615,False,0.0,0.0,,2395-0.0_c3,,
27089-0.0,0.0057777777777777775,0.00018257521734904526,True,1.3,3.2,,27089-0.0,,
25168-0.0,0.0028888888888888888,0.00018088616203054418,True,5.0,27.4,,25168-0.0,,
26542-0.0,0.004222222222222222,0.00017949291924427714,True,1.3,3.2,,26542-0.0,,
25199-0.0,0.0008888888888888889,0.00017885656715721794,True,5.0,27.4,,25199-0.0,,
27078-0.0,0.0035555555555555557,0.0001787760352505316,True,1.3,3.2,,27078-0.0,,
27262-0.0,0.004888888888888889,0.0001787265974018744,True,1.3,3.2,,27262-0.0,,
25838-0.0,0.006222222222222223,0.00017867195377109225,True,0.0,0.0,,25838-0.0,,
26656-0.0,0.0022222222222222222,0.0001786095470109477,True,1.3,3.2,,26656-0.0,,
25309-0.0,0.0035555555555555557,0.00017799497558598488,True,5.0,27.4,,25309-0.0,,
25826-0.0,0.004,0.0001773918186346517,True,0.0,0.0,,25826-0.0,,
27071-0.0,0.005555555555555556,0.00017691620191291442,True,1.3,3.2,,27071-0.0,,
25341-0.0,0.005777777777777778,0.0001756950503486034,True,5.0,27.4,,25341-0.0,,
25905-0.0,0.0071111111111111115,0.00017540869143423823,True,0.0,0.0,,25905-0.0,,
27647-0.0,0.005111111111111111,0.00017345329032680934,True,1.3,3.2,,27647-0.0,,
27230-0.0,0.0035555555555555557,0.00017227894842888165,True,1.3,3.2,,27230-0.0,,
25852-0.0,0.0017777777777777779,0.00017216730315349667,True,0.0,0.0,,25852-0.0,,
27739-0.0,0.004666666666666667,0.0001705456726854377,True,1.3,3.2,,27739-0.0,,
2257-0.0_c1,0.008222222222222221,0.000168964615890058,False,0.0,0.0,,2257-0.0_c1,,
27047-0.0,0.004222222222222223,0.00016671964085557348,True,1.3,3.2,,27047-0.0,,
26708-0.0,0.0022222222222222222,0.0001659583552279976,True,1.3,3.2,,26708-0.0,,
25917-0.0,0.008666666666666666,0.00016562923700796453,True,0.0,0.0,,25917-0.0,,
129-0.0,0.01,0.00016514036093433663,False,9.0,14.5,,129-0.0,,
25850-0.0,0.004444444444444445,0.00016452265898111616,True,0.0,0.0,,25850-0.0,,
26724-0.0,0.0031111111111111114,0.00016439409590052602,True,1.3,3.2,,26724-0.0,,
26586-0.0,0.009555555555555557,0.00016326725280368045,True,1.3,3.2,,26586-0.0,,
27004-0.0,0.007333333333333333,0.00016270794567277782,True,1.3,3.2,,27004-0.0,,
26510-0.0,0.002,0.00016204947893313083,True,1.3,3.2,,26510-0.0,,
27485-0.0,0.0024444444444444444,0.00016033093442392634,True,1.3,3.2,,27485-0.0,,
25808-0.0,0.0037777777777777775,0.0001600817013306843,True,0.0,0.0,,25808-0.0,,
27104-0.0,0.005555555555555556,0.000159079601560159,True,1.3,3.2,,27104-0.0,,
26717-0.0,0.004,0.00015883558923875172,True,1.3,3.2,,26717-0.0,,
25438-0.0,0.007333333333333334,0.00015883544843677466,True,5.0,27.4,,25438-0.0,,
26566-0.0,0.008888888888888889,0.00015828083504948736,True,1.3,3.2,,26566-0.0,,
27024-0.0,0.0077777777777777776,0.0001577672730136004,True,1.3,3.2,,27024-0.0,,
25272-0.0,0.0017777777777777776,0.0001556155718548099,True,5.0,27.4,,25272-0.0,,
25559-0.0,0.0022222222222222222,0.0001547673710255816,True,5.0,27.4,,25559-0.0,,
26963-0.0,0.006,0.00015468291242205662,True,1.3,3.2,,26963-0.0,,
27355-0.0,0.006222222222222223,0.00015298023096575603,True,1.3,3.2,,27355-0.0,,
27424-0.0,0.005111111111111111,0.00015186753489227712,True,1.3,3.2,,27424-0.0,,
25579-0.0,0.0015555555555555555,0.00015035142039598144,True,5.0,27.4,,25579-0.0,,
25082-0.0,0.006888888888888889,0.00015015911403525755,True,5.0,27.4,,25082-0.0,,
