Features,Cover,Gain
34-0.0,0.13186666666666666,0.6334923572865403
400-0.0,0.06035555555555555,0.05167256000842243
400-0.1,0.06422222222222222,0.04211891600256838
3526-0.0,0.044755555555555555,0.041436281327404144
137-0.0,0.05715555555555556,0.02976539459986551
30710-0.0,0.0780888888888889,0.020977699997235772
20110-1.1_pos,0.04479999999999999,0.0202481810702356
20023-0.0,0.04075555555555556,0.018324937485166563
3064-0.2,0.06333333333333334,0.018026031586079676
131287-0.0_c4,0.027466666666666667,0.013339906701824422
20008-0.2,0.02622222222222222,0.012364262357949225
845-0.0,0.02937777777777778,0.012050616615272658
30650-0.0,0.05084444444444445,0.012039766773286753
4080-0.0,0.02573333333333333,0.008653506672045948
23112-0.0,0.03417777777777778,0.008513286261835331
131287-0.0_c6,0.026533333333333332,0.007577024296933438
20110-0.1_neg,0.025111111111111112,0.006739447206718152
30040-0.0,0.03048888888888889,0.006446822428216823
131351-0.0_c8,0.016755555555555558,0.005678749277550373
20008-0.4,0.012488888888888888,0.005571018630164723
404-0.0,0.02088888888888889,0.004461597125221067
30690-0.0,0.01835555555555556,0.003993926184629857
20110-2.0_pos,0.017955555555555554,0.0038920765326623994
20008-0.0,0.016311111111111113,0.003483704392072439
20008-0.6,0.010311111111111113,0.003372668857494567
20010-0.0,0.016577777777777778,0.0030391250467782264
20008-0.1,0.009066666666666667,0.002720135275825301
