auc,ap,brier,accuracy,sensitivity,specificity,precision,n_events,n_total,best_cutoff,auc_cv_mean,auc_cv_std,target,label
0.6940236615980413,0.20676113588207257,0.10521419303879426,0.5573770491803278,0.8091603053435115,0.5262163438828531,0.17448559670781894,262,2379,0.18867924528301888,0.6928548651212741,0.07240836752327762,AD_5yrs,AD within 5yr
0.6766163793103447,0.23942199724983826,0.12926556599022065,0.4770912147961328,0.840625,0.42059252064108793,0.18399452804377564,320,2379,0.26041666666666674,0.6615947886400682,0.04500279631168576,AD_10yrs,AD within 10yr
0.7082342843954648,0.28306300274676066,0.12984138538198123,0.5939470365699874,0.7735294117647059,0.5640019617459539,0.2282986111111111,340,2379,0.3018867924528302,0.712995412249305,0.04247451579289385,AD_status_incident,AD all-time (incident)
0.751662389506701,0.19340606089816648,0.053900297973310286,0.704983922829582,0.6533333333333333,0.7082976903336184,0.12564102564102564,75,1244,0.09016393442622951,0.7497940892361493,0.07166499052649067,Dementia_5yrs,Dementia within 5yr
0.7340513952474386,0.2130276513559054,0.09450851900478185,0.592443729903537,0.7651515151515151,0.5719424460431655,0.17504332755632582,132,1244,0.11324253404969603,0.7324723855740298,0.06195855696435532,Dementia_10yrs,Dementia within 10yr
0.7365504747247686,0.2847161729825415,0.10376614411171019,0.7548231511254019,0.6423841059602649,0.7703568161024703,0.27873563218390807,151,1244,0.18867924528301888,0.7460078117011554,0.048358029481574305,Dementia_status_incident,Dementia all-time (incident)
