Cutoff,Acc,Sens,Spec,Prec,Youden,F1,AUC,APR,NND,Cutoff_std,Acc_std,Sens_std,Spec_std,Prec_std,Youden_std,F1_std,AUC_std,APR_std,NND_std
0.024,0.98,0.163,0.983,0.032,0.146,0.053,0.853,0.021,7.121,0.0,0.003,0.031,0.003,0.002,0.028,0.003,0.008,0.001,1.487
0.025,0.981,0.16,0.984,0.032,0.144,0.054,0.853,0.021,7.303,0.0,0.004,0.033,0.004,0.002,0.029,0.003,0.008,0.001,1.71
0.026,0.981,0.16,0.984,0.032,0.144,0.054,0.853,0.021,7.303,0.0,0.004,0.033,0.004,0.002,0.029,0.003,0.008,0.001,1.71
0.027,0.981,0.16,0.984,0.032,0.144,0.054,0.853,0.021,7.303,0.0,0.004,0.033,0.004,0.002,0.029,0.003,0.008,0.001,1.71
0.028,0.984,0.137,0.987,0.036,0.124,0.057,0.853,0.021,8.435,0.0,0.004,0.032,0.004,0.005,0.028,0.005,0.008,0.001,1.704
0.029,0.984,0.137,0.987,0.036,0.124,0.057,0.853,0.021,8.435,0.0,0.004,0.032,0.004,0.005,0.028,0.005,0.008,0.001,1.704
0.03,0.989,0.104,0.992,0.043,0.095,0.058,0.853,0.021,11.167,0.0,0.003,0.025,0.003,0.008,0.023,0.005,0.008,0.001,2.831
0.031,0.99,0.093,0.993,0.045,0.086,0.058,0.853,0.021,12.911,0.0,0.003,0.031,0.003,0.007,0.028,0.005,0.008,0.001,4.191
0.032,0.99,0.088,0.994,0.046,0.082,0.058,0.853,0.021,13.523,0.0,0.003,0.03,0.003,0.006,0.027,0.005,0.008,0.001,3.919
0.033,0.992,0.061,0.996,0.046,0.057,0.052,0.853,0.021,18.255,0.0,0.001,0.012,0.001,0.008,0.012,0.008,0.008,0.001,3.31
0.034,0.993,0.061,0.996,0.047,0.056,0.052,0.853,0.021,18.446,0.0,0.001,0.012,0.001,0.007,0.012,0.007,0.008,0.001,3.382
0.035,0.993,0.052,0.996,0.049,0.048,0.048,0.853,0.021,22.833,0.0,0.001,0.017,0.002,0.01,0.016,0.007,0.008,0.001,6.33
0.036,0.993,0.052,0.996,0.049,0.048,0.048,0.853,0.021,22.833,0.0,0.001,0.017,0.002,0.01,0.016,0.007,0.008,0.001,6.33
0.037,0.994,0.046,0.997,0.049,0.043,0.045,0.853,0.021,27.657,0.0,0.001,0.021,0.002,0.009,0.019,0.01,0.008,0.001,11.086
0.038,0.995,0.036,0.998,0.055,0.033,0.042,0.853,0.021,33.041,0.0,0.001,0.011,0.001,0.014,0.011,0.009,0.008,0.001,10.28
0.039,0.995,0.033,0.998,0.056,0.031,0.041,0.853,0.021,34.537,0.0,0.0,0.007,0.0,0.013,0.007,0.008,0.008,0.001,8.71
0.04,0.995,0.033,0.998,0.056,0.031,0.041,0.853,0.021,34.537,0.0,0.0,0.007,0.0,0.013,0.007,0.008,0.008,0.001,8.71
0.041,0.995,0.033,0.998,0.056,0.031,0.041,0.853,0.021,34.537,0.0,0.0,0.007,0.0,0.013,0.007,0.008,0.008,0.001,8.71
0.042,0.995,0.033,0.998,0.056,0.031,0.041,0.853,0.021,34.537,0.0,0.0,0.007,0.0,0.013,0.007,0.008,0.008,0.001,8.71
0.043,0.995,0.03,0.998,0.054,0.028,0.038,0.853,0.021,39.01,0.0,0.0,0.009,0.0,0.015,0.008,0.01,0.008,0.001,10.724
0.044,0.995,0.03,0.998,0.054,0.028,0.038,0.853,0.021,39.009,0.0,0.0,0.009,0.0,0.015,0.008,0.01,0.008,0.001,10.726
0.045,0.995,0.03,0.998,0.054,0.028,0.038,0.853,0.021,38.998,0.0,0.0,0.009,0.0,0.015,0.008,0.01,0.008,0.001,10.712
0.046,0.995,0.03,0.998,0.055,0.028,0.038,0.853,0.021,38.996,0.0,0.0,0.009,0.0,0.015,0.008,0.01,0.008,0.001,10.715
0.047,0.995,0.03,0.998,0.055,0.028,0.038,0.853,0.021,38.996,0.0,0.0,0.009,0.0,0.015,0.008,0.01,0.008,0.001,10.715
0.048,0.995,0.03,0.998,0.055,0.028,0.038,0.853,0.021,38.996,0.0,0.0,0.009,0.0,0.015,0.008,0.01,0.008,0.001,10.715
0.049,0.995,0.022,0.999,0.057,0.021,0.029,0.853,0.021,60.38,0.0,0.001,0.01,0.001,0.02,0.009,0.01,0.008,0.001,30.117
0.05,0.996,0.015,0.999,0.08,0.015,0.024,0.853,0.021,77.289,0.0,0.001,0.006,0.001,0.031,0.005,0.006,0.008,0.001,26.199
0.051,0.996,0.015,0.999,0.08,0.015,0.024,0.853,0.021,77.289,0.0,0.001,0.006,0.001,0.031,0.005,0.006,0.008,0.001,26.199
0.052,0.996,0.014,0.999,0.082,0.013,0.023,0.853,0.021,84.814,0.0,0.0,0.005,0.0,0.029,0.005,0.006,0.008,0.001,23.16
0.053,0.996,0.014,0.999,0.083,0.013,0.023,0.853,0.021,84.786,0.0,0.0,0.005,0.0,0.029,0.005,0.006,0.008,0.001,23.123
0.054,0.996,0.014,0.999,0.083,0.013,0.023,0.853,0.021,84.786,0.0,0.0,0.005,0.0,0.029,0.005,0.006,0.008,0.001,23.123
0.055,0.996,0.014,0.999,0.083,0.013,0.023,0.853,0.021,84.786,0.0,0.0,0.005,0.0,0.029,0.005,0.006,0.008,0.001,23.123
0.056,0.996,0.014,0.999,0.083,0.013,0.023,0.853,0.021,84.786,0.0,0.0,0.005,0.0,0.029,0.005,0.006,0.008,0.001,23.123
0.057,0.996,0.014,0.999,0.083,0.013,0.023,0.853,0.021,84.786,0.0,0.0,0.005,0.0,0.029,0.005,0.006,0.008,0.001,23.123
0.058,0.996,0.014,0.999,0.083,0.013,0.023,0.853,0.021,84.786,0.0,0.0,0.005,0.0,0.029,0.005,0.006,0.008,0.001,23.123
0.059,0.996,0.01,1.0,0.097,0.01,0.018,0.853,0.021,110.237,0.0,0.0,0.002,0.0,0.032,0.002,0.004,0.008,0.001,32.715
0.06,0.996,0.01,1.0,0.097,0.01,0.018,0.853,0.021,110.237,0.0,0.0,0.002,0.0,0.032,0.002,0.004,0.008,0.001,32.715
0.061,0.996,0.01,1.0,0.097,0.01,0.018,0.853,0.021,110.237,0.0,0.0,0.002,0.0,0.032,0.002,0.004,0.008,0.001,32.715
0.062,0.996,0.01,1.0,0.099,0.01,0.018,0.853,0.021,110.177,0.0,0.0,0.002,0.0,0.035,0.002,0.004,0.008,0.001,32.602
0.063,0.996,0.01,1.0,0.099,0.01,0.018,0.853,0.021,110.177,0.0,0.0,0.002,0.0,0.035,0.002,0.004,0.008,0.001,32.602
0.064,0.996,0.01,1.0,0.099,0.01,0.018,0.853,0.021,110.177,0.0,0.0,0.002,0.0,0.035,0.002,0.004,0.008,0.001,32.602
0.065,0.996,0.01,1.0,0.099,0.01,0.018,0.853,0.021,110.177,0.0,0.0,0.002,0.0,0.035,0.002,0.004,0.008,0.001,32.602
0.066,0.996,0.01,1.0,0.099,0.01,0.018,0.853,0.021,110.177,0.0,0.0,0.002,0.0,0.035,0.002,0.004,0.008,0.001,32.602
0.067,0.996,0.01,1.0,0.095,0.009,0.017,0.853,0.021,122.21,0.0,0.0,0.003,0.0,0.036,0.003,0.005,0.008,0.001,42.265
0.068,0.996,0.01,1.0,0.095,0.009,0.017,0.853,0.021,122.21,0.0,0.0,0.003,0.0,0.036,0.003,0.005,0.008,0.001,42.265
0.069,0.996,0.01,1.0,0.095,0.009,0.017,0.853,0.021,122.21,0.0,0.0,0.003,0.0,0.036,0.003,0.005,0.008,0.001,42.265
0.07,0.996,0.01,1.0,0.095,0.009,0.017,0.853,0.021,122.147,0.0,0.0,0.003,0.0,0.036,0.003,0.005,0.008,0.001,42.184
0.071,0.996,0.01,1.0,0.096,0.009,0.017,0.853,0.021,122.084,0.0,0.0,0.003,0.0,0.036,0.003,0.005,0.008,0.001,42.104
0.072,0.996,0.008,1.0,0.08,0.008,0.015,0.853,0.021,inf,0.0,0.0,0.005,0.0,0.053,0.005,0.008,0.008,0.001,
0.073,0.996,0.008,1.0,0.08,0.008,0.015,0.853,0.021,inf,0.0,0.0,0.005,0.0,0.053,0.005,0.008,0.008,0.001,
0.074,0.996,0.008,1.0,0.08,0.008,0.015,0.853,0.021,inf,0.0,0.0,0.005,0.0,0.053,0.005,0.008,0.008,0.001,
0.075,0.996,0.008,1.0,0.08,0.008,0.015,0.853,0.021,inf,0.0,0.0,0.005,0.0,0.053,0.005,0.008,0.008,0.001,
0.076,0.996,0.008,1.0,0.08,0.008,0.015,0.853,0.021,inf,0.0,0.0,0.005,0.0,0.053,0.005,0.008,0.008,0.001,
0.077,0.996,0.008,1.0,0.08,0.008,0.015,0.853,0.021,inf,0.0,0.0,0.005,0.0,0.053,0.005,0.008,0.008,0.001,
0.078,0.996,0.008,1.0,0.08,0.008,0.015,0.853,0.021,inf,0.0,0.0,0.005,0.0,0.053,0.005,0.008,0.008,0.001,
0.079,0.996,0.007,1.0,0.089,0.007,0.013,0.853,0.021,inf,0.0,0.0,0.004,0.0,0.055,0.004,0.008,0.008,0.001,
0.08,0.996,0.007,1.0,0.089,0.007,0.013,0.853,0.021,inf,0.0,0.0,0.004,0.0,0.055,0.004,0.008,0.008,0.001,
0.081,0.996,0.007,1.0,0.089,0.007,0.013,0.853,0.021,inf,0.0,0.0,0.004,0.0,0.055,0.004,0.008,0.008,0.001,
0.082,0.996,0.007,1.0,0.089,0.007,0.013,0.853,0.021,inf,0.0,0.0,0.004,0.0,0.055,0.004,0.008,0.008,0.001,
0.083,0.996,0.007,1.0,0.089,0.007,0.013,0.853,0.021,inf,0.0,0.0,0.004,0.0,0.055,0.004,0.008,0.008,0.001,
0.084,0.996,0.007,1.0,0.089,0.007,0.013,0.853,0.021,inf,0.0,0.0,0.004,0.0,0.055,0.004,0.008,0.008,0.001,
0.085,0.996,0.007,1.0,0.089,0.007,0.013,0.853,0.021,inf,0.0,0.0,0.004,0.0,0.055,0.004,0.008,0.008,0.001,
0.086,0.996,0.007,1.0,0.089,0.007,0.013,0.853,0.021,inf,0.0,0.0,0.004,0.0,0.055,0.004,0.008,0.008,0.001,
0.087,0.996,0.005,1.0,0.068,0.005,0.01,0.853,0.021,inf,0.0,0.0,0.005,0.0,0.062,0.005,0.009,0.008,0.001,
0.088,0.996,0.005,1.0,0.068,0.005,0.01,0.853,0.021,inf,0.0,0.0,0.005,0.0,0.062,0.005,0.009,0.008,0.001,
0.089,0.996,0.005,1.0,0.068,0.005,0.01,0.853,0.021,inf,0.0,0.0,0.005,0.0,0.062,0.005,0.009,0.008,0.001,
0.09,0.996,0.005,1.0,0.068,0.005,0.01,0.853,0.021,inf,0.0,0.0,0.005,0.0,0.062,0.005,0.009,0.008,0.001,
0.091,0.996,0.005,1.0,0.068,0.005,0.01,0.853,0.021,inf,0.0,0.0,0.005,0.0,0.062,0.005,0.009,0.008,0.001,
0.092,0.996,0.005,1.0,0.068,0.005,0.01,0.853,0.021,inf,0.0,0.0,0.005,0.0,0.062,0.005,0.009,0.008,0.001,
0.093,0.996,0.005,1.0,0.074,0.005,0.009,0.853,0.021,inf,0.0,0.0,0.004,0.0,0.063,0.004,0.008,0.008,0.001,
0.094,0.996,0.005,1.0,0.074,0.005,0.009,0.853,0.021,inf,0.0,0.0,0.004,0.0,0.063,0.004,0.008,0.008,0.001,
0.095,0.996,0.005,1.0,0.074,0.005,0.009,0.853,0.021,inf,0.0,0.0,0.004,0.0,0.063,0.004,0.008,0.008,0.001,
0.096,0.996,0.005,1.0,0.074,0.005,0.009,0.853,0.021,inf,0.0,0.0,0.004,0.0,0.063,0.004,0.008,0.008,0.001,
0.097,0.996,0.005,1.0,0.074,0.005,0.009,0.853,0.021,inf,0.0,0.0,0.004,0.0,0.063,0.004,0.008,0.008,0.001,
0.098,0.996,0.005,1.0,0.074,0.005,0.009,0.853,0.021,inf,0.0,0.0,0.004,0.0,0.063,0.004,0.008,0.008,0.001,
0.099,0.996,0.005,1.0,0.074,0.005,0.009,0.853,0.021,inf,0.0,0.0,0.004,0.0,0.063,0.004,0.008,0.008,0.001,
0.1,0.996,0.005,1.0,0.074,0.005,0.009,0.853,0.021,inf,0.0,0.0,0.004,0.0,0.063,0.004,0.008,0.008,0.001,
