Features,Cover,Gain
34-0.0,0.12155555555555556,1.7281537469161976
400-0.1,0.1993333333333333,1.1461319383121176
137-0.0,0.128,0.46657923981418503
21022-0.0,0.1451111111111111,0.1440907923504228
400-0.0,0.266,0.11760781084357931
20008-0.0,0.1277777777777778,0.08815432632641104
30710-0.0,0.14666666666666667,0.08030000978052597
20023-0.0,0.1328888888888889,0.07989293878093118
404-0.5,0.08666666666666667,0.06128633637348334
30040-0.0,0.182,0.05729941792675091
404-0.11,0.04711111111111111,0.056390282892573175
131287-0.0_c8,0.009333333333333334,0.050314006098063684
20008-0.1,0.122,0.04033927317956966
404-0.10,0.04577777777777777,0.038541073276727913
30650-0.0,0.1277777777777778,0.037169302564872726
23111-0.0,0.10711111111111112,0.033755813538886126
47-0.0,0.11822222222222223,0.03161710399128843
3526-0.0,0.09644444444444444,0.031004817875358734
46-0.0,0.10266666666666667,0.03080613290677386
404-0.7,0.08666666666666666,0.03059754097519603
23115-0.0,0.1111111111111111,0.027607026551786994
20008-0.2,0.11088888888888888,0.02606115873775021
30620-0.0,0.12355555555555556,0.02575176487023388
23108-0.0,0.098,0.023924655869484092
3064-0.2,0.08355555555555555,0.022330231460647363
30690-0.0,0.08466666666666667,0.02215812191479679
23107-0.0,0.08133333333333334,0.021583768023785067
23110-0.0,0.08466666666666665,0.021450186732992427
3064-0.1,0.088,0.01943250604561003
404-0.0,0.0908888888888889,0.01927897084999972
20010-0.0,0.06577777777777778,0.018349976791439147
4080-0.0,0.08666666666666666,0.01819701976840018
404-0.2,0.06044444444444444,0.017846983914424734
3064-0.0,0.06422222222222222,0.017150956262079485
404-0.4,0.041555555555555554,0.0161850498755886
3062-0.1,0.04955555555555555,0.013753131809524186
20010-0.1,0.050222222222222224,0.012913143319232606
404-0.1,0.04288888888888889,0.012765615198036324
3063-0.0,0.036,0.012694803916989001
20110-0.1_neg,0.057777777777777775,0.01203305051033374
3062-0.2,0.05177777777777778,0.011645762331216163
399-0.1,0.03888888888888889,0.011477195137423107
23116-0.0,0.04044444444444444,0.011475336554776628
404-0.3,0.04066666666666666,0.011475239329124858
131287-0.0_c4,0.043111111111111114,0.011385331114935626
21001-0.0,0.04111111111111111,0.011359871553221898
23104-0.0,0.036444444444444446,0.011307802170589673
3063-0.2,0.058222222222222224,0.011121347479137584
3063-0.1,0.03222222222222222,0.010762705772771448
131287-0.0_c6,0.05911111111111111,0.010209892794781683
20010-0.2,0.041777777777777775,0.010136325207485109
31-0.0_c0,0.035333333333333335,0.009280946199181322
23112-0.0,0.041555555555555554,0.009208176615647158
20008-0.3,0.037333333333333336,0.009059751774876026
398-0.1,0.038,0.009033594065142831
20110-0.2_neg,0.01577777777777778,0.008672918802931927
20110-1.1_pos,0.05333333333333333,0.00787316220024886
3062-0.0,0.03133333333333334,0.007130767827600632
