Features,Cover,Gain
400-0.0,0.07155555555555555,0.41184150890017734
137-0.0,0.044533333333333334,0.17235192240135874
20023-0.0,0.04959999999999999,0.12280880883180564
34-0.0,0.1036,0.053431980161258344
400-0.1,0.09466666666666666,0.030830618768163915
20008-0.0,0.05142222222222222,0.02882544718050729
23111-0.0,0.0692,0.025248367120928834
20008-0.1,0.02911111111111111,0.023353649977649087
30710-0.0,0.06235555555555555,0.016695486395319814
30040-0.0,0.05617777777777777,0.015658744583470195
30650-0.0,0.041555555555555554,0.012792775147104979
3064-0.2,0.050977777777777775,0.012452622512560702
23108-0.0,0.042088888888888884,0.012155374983796305
30690-0.0,0.04337777777777778,0.012087022447737805
20008-0.2,0.03448888888888889,0.010559878482674534
4080-0.0,0.03822222222222222,0.010503352838921147
3526-0.0,0.037377777777777774,0.008463418520414252
20010-0.0,0.03177777777777778,0.008195169776642672
20110-0.1_neg,0.019911111111111112,0.005010471142799284
131287-0.0_c6,0.01902222222222222,0.003415748151202473
131287-0.0_c8,0.008977777777777777,0.0033176316755066347
