Features,Cover,Gain
400-0.0,0.09053333333333333,0.4136518997725348
400-0.1,0.07666666666666666,0.20446757067561575
20023-0.0,0.06053333333333334,0.10686170187971644
137-0.0,0.03866666666666667,0.06977869104896596
21022-0.0,0.09537777777777778,0.03490436635483669
30040-0.0,0.04404444444444445,0.020620152836178775
23110-0.0,0.050755555555555554,0.01997321416931346
30690-0.0,0.03164444444444444,0.017472612976487403
20008-0.0,0.037333333333333336,0.01516236175165856
23111-0.0,0.04457777777777778,0.014954303568143942
30650-0.0,0.044444444444444446,0.012705126709460512
30710-0.0,0.05364444444444444,0.008902290566089203
3064-0.0,0.039866666666666675,0.007920325335687865
845-0.0,0.02053333333333333,0.007375697244702299
3526-0.0,0.04595555555555555,0.00733916150635663
20110-1.1_pos,0.014044444444444446,0.006519651436802174
404-0.1,0.03088888888888889,0.00632577330974834
4080-0.0,0.05706666666666667,0.0062884229340687894
20010-0.0,0.05457777777777778,0.006049524370873921
20010-0.2,0.019733333333333332,0.005235999051154841
20008-0.1,0.0312,0.004612988114656132
20008-0.3,0.01791111111111111,0.002878164386947482
