,Cutoff,Acc,Sens,Spec,Prec,Youden,F1,AUC,APR,NND,Cutoff_std,Acc_std,Sens_std,Spec_std,Prec_std,Youden_std,F1_std,AUC_std,APR_std,NND_std
14,0.015,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
15,0.016,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
16,0.017,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
17,0.018,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
18,0.019,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
19,0.02,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
20,0.021,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
21,0.022,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
22,0.023,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
23,0.024,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
24,0.025,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
25,0.026,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
26,0.027,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
27,0.028,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
28,0.029,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
29,0.03,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
30,0.031,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
31,0.032,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
32,0.033,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
33,0.034,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
34,0.035,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
35,0.036,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
36,0.037,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
37,0.038,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
38,0.039,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
39,0.04,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
40,0.041,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
41,0.042,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
42,0.043,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
43,0.044,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
44,0.045,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
45,0.046,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
46,0.047,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
47,0.048,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
48,0.049,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
49,0.05,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
50,0.051,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
51,0.052,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
52,0.053,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
53,0.054,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
54,0.055,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
55,0.056,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
56,0.057,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
57,0.058,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
58,0.059,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
59,0.06,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
60,0.061,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
61,0.062,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
62,0.063,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
63,0.064,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
64,0.065,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
65,0.066,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
66,0.067,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
67,0.068,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
68,0.069,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
69,0.07,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
70,0.071,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
71,0.072,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
72,0.073,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
73,0.074,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
74,0.075,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
75,0.076,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
76,0.077,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
77,0.078,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
78,0.079,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
79,0.08,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
80,0.081,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
81,0.082,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
82,0.083,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
83,0.084,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
84,0.085,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
85,0.086,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
86,0.087,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
87,0.088,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
88,0.089,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
89,0.09,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
90,0.091,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
91,0.092,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
92,0.093,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
93,0.094,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
94,0.095,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
95,0.096,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
96,0.097,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
97,0.098,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
98,0.099,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
99,0.1,0.999,0.0,1.0,,0.0,,0.851,0.006,inf,0.0,0.0,0.0,0.0,,0.0,,0.024,0.002,
