fold,auc,hl_p,time
0,0.6406827831011431,,2.9193923473358154
1,0.6551097821601998,,2.8604049682617188
2,0.6725436345580798,,3.151940107345581
3,0.714219425337345,,3.0768802165985107
4,0.6506830094311289,,3.7770450115203857
