Features,Cover,Gain
34-0.0,0.07324444444444445,0.6075160645849151
400-0.0,0.057777777777777775,0.09554123289124478
400-0.1,0.07942222222222221,0.05016420383658662
3064-0.2,0.06866666666666667,0.02095523190869833
20023-0.0,0.0576,0.020731420010433006
23115-0.0,0.06022222222222222,0.01704851408145502
30710-0.0,0.05764444444444444,0.016846584190278006
137-0.0,0.04471111111111111,0.016666473642540477
30040-0.0,0.046577777777777774,0.01528389603136147
30650-0.0,0.05088888888888889,0.014296217534940378
20110-1.1_pos,0.03515555555555556,0.013643205961437574
4080-0.0,0.0424,0.011556951686111122
3526-0.0,0.04306666666666667,0.011011128577725765
20008-0.2,0.02328888888888889,0.00965680630324803
20008-0.4,0.012399999999999998,0.009021197500123786
20008-0.0,0.03133333333333334,0.008370222513109548
131287-0.0_c4,0.018444444444444444,0.008126853384649801
30690-0.0,0.024044444444444445,0.007697470174740352
131287-0.0_c6,0.021822222222222222,0.0064340637169722865
20010-0.0,0.025022222222222223,0.00631090452122839
23110-0.0,0.01982222222222222,0.00549710142566765
20110-0.1_neg,0.018755555555555557,0.004610481534469221
20010-0.2,0.016533333333333334,0.004410578494486868
20110-2.0_pos,0.016444444444444446,0.004118733621011164
20008-0.1,0.0156,0.003970263220514308
845-0.0,0.016755555555555558,0.0038150256517577863
20008-0.6,0.009644444444444445,0.0034807055702645805
20008-0.3,0.012711111111111112,0.003218467430028638
